Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
Indiana University-Bloomington,151351,2018,Football Bowl Subdivision,Big Ten Conference,116277652,1840505,2125054,10144041,18865549,16121115,122933136,9985147,25875000,784479,17693921
Iowa State University,153603,2005,Football Bowl Subdivision,Big 12 Conference,28227582,299723,851856,2937992,6123932,4308635,28913010,1280401,4416565,582435,9124046
Iowa State University,153603,2006,Football Bowl Subdivision,Big 12 Conference,33341962,339825,928562,4680126,6551107,4823081,32437040,1331283,3979931,127934,10195647
Iowa State University,153603,2007,Football Bowl Subdivision,Big 12 Conference,42123353,416486,929644,4712114,6718913,5256097,32675181,438613,7926390,595104,6987167
Iowa State University,153603,2008,Football Bowl Subdivision,Big 12 Conference,38642012,356946,1174428,4555032,7005775,5404874,38621346,509274,6800156,277500,13203608
Iowa State University,153603,2009,Football Bowl Subdivision,Big 12 Conference,45768048,397090,1092816,5599857,7203169,6045548,45813189,395634,11425908,870383,11711417
Iowa State University,153603,2010,Football Bowl Subdivision,Big 12 Conference,46656014,510670,1025760,5674019,7553372,6082108,46871554,335440,13053329,1128550,11377858
Iowa State University,153603,2011,Football Bowl Subdivision,Big 12 Conference,48469929,456599,1022016,5183585,8118140,6698901,48591617,398299,11591024,1506813,11684493
Iowa State University,153603,2012,Football Bowl Subdivision,Big 12 Conference,55113720,654208,1148183,6966735,8950666,7182024,55151017,646319,7872786,361000,12962376
Iowa State University,153603,2013,Football Bowl Subdivision,Big 12 Conference,62224194,504615,1382794,7317876,10352061,6965124,62357761,773555,13225913,750320,13274318
Iowa State University,153603,2014,Football Bowl Subdivision,Big 12 Conference,67967712,454789,1400795,7170159,11519206,7231338,68170381,862547,17402605,300507,14418164
Iowa State University,153603,2015,Football Bowl Subdivision,Big 12 Conference,75209309,649094,1629963,6756910,12053400,7546053,75283516,1545781,21012134,154442,14155561
Iowa State University,153603,2016,Football Bowl Subdivision,Big 12 Conference,78279309,618258,1887121,7634217,11735493,8073162,78355500,1649371,14837823,304672,15626121
Iowa State University,153603,2017,Football Bowl Subdivision,Big 12 Conference,82565176,738255,1836643,7638612,13472170,8868945,82659447,2320161,17551225,187249,14260192
Iowa State University,153603,2018,Football Bowl Subdivision,Big 12 Conference,88670048,979123,2038311,9387349,15224458,9101930,88753664,2288860,20662372,283006,15894160
Kansas State University,155399,2005,Football Bowl Subdivision,Big 12 Conference,34394621,670404,590826,3304823,5938154,4497179,39884219,1265697,9691487,0,12766568
Kansas State University,155399,2006,Football Bowl Subdivision,Big 12 Conference,34834467,740915,1012669,3917161,6298733,4387615,43411343,501111,14079775,253000,12469641
Kansas State University,155399,2007,Football Bowl Subdivision,Big 12 Conference,40548866,867384,1316654,5745263,6132329,4774719,49277378,552356,12357642,158000,14355406
Kansas State University,155399,2008,Football Bowl Subdivision,Big 12 Conference,41362747,901329,1479316,5117721,8046286,5395704,49113706,572029,13029211,1108460,14158650
Kansas State University,155399,2009,Football Bowl Subdivision,Big 12 Conference,51237044,700653,1210867,5145014,8546318,5547818,48417050,554770,12033138,230000,14141647
Kansas State University,155399,2010,Football Bowl Subdivision,Big 12 Conference,42337682,762652,839394,4646259,8838556,5434688,53436790,1208849,16396559,567653,13606196
Kansas State University,155399,2011,Football Bowl Subdivision,Big 12 Conference,46549248,815931,914411,4558652,9234883,5566003,69947834,1438389,26503774,1051450,14403374
Kansas State University,155399,2012,Football Bowl Subdivision,Big 12 Conference,50994785,968212,1178649,6741959,10343565,5810959,63271615,1976879,14806198,510000,14609401
Kansas State University,155399,2013,Football Bowl Subdivision,Big 12 Conference,59325573,971674,1190341,9226573,11106241,6136387,70457283,2316219,17970185,7467,15077529
Kansas State University,155399,2014,Football Bowl Subdivision,Big 12 Conference,62576606,978056,1306153,7696625,12947255,7025714,72935044,2276302,18492032,25875,15654798
Kansas State University,155399,2015,Football Bowl Subdivision,Big 12 Conference,67316209,945865,1155409,7310601,13369366,7774181,75323278,2225415,22527463,40540,16347260
Kansas State University,155399,2016,Football Bowl Subdivision,Big 12 Conference,70884496,934314,1365144,8586387,13198220,8397660,77936664,2814438,18087939,318520,15493405
Kansas State University,155399,2017,Football Bowl Subdivision,Big 12 Conference,73970354,1033033,1356416,10037971,15480003,8624643,86081528,2318512,22154333,26477,15274064
Kansas State University,155399,2018,Football Bowl Subdivision,Big 12 Conference,77633258,1069619,1391023,10128051,15954083,8983760,86911309,2200028,22501877,487708,15598454
Kent State University,203517,2005,Football Bowl Subdivision,Mid-American Conference,15223077,164880,255825,1455030,2503716,4313272,15712742,363810,338651,626250,431533
Kent State University,203517,2006,Football Bowl Subdivision,Mid-American Conference,16362203,197588,288858,1596891,2623308,4504824,17994644,363738,292507,738000,436309
Kent State University,203517,2007,Football Bowl Subdivision,Mid-American Conference,16995460,180685,274907,1870856,2948325,4575014,17487695,434227,347866,633000,559558
Kent State University,203517,2008,Football Bowl Subdivision,Mid-American Conference,18891134,186305,372067,1758453,3088497,4872641,18106791,465189,637365,1227640,514280
Kent State University,203517,2009,Football Bowl Subdivision,Mid-American Conference,17179520,237669,273837,1866578,3106552,4913873,17942193,515819,593448,503475,405760
Kent State University,203517,2010,Football Bowl Subdivision,Mid-American Conference,19446680,238281,298970,1899788,3269236,5161558,19446680,480773,395404,675325,594145
Kent State University,203517,2011,Football Bowl Subdivision,Mid-American Conference,20756745,256824,285038,2181331,3763340,5287795,21448821,424323,435339,822050,669316
Kent State University,203517,2012,Football Bowl Subdivision,Mid-American Conference,22735640,279637,341500,2891647,3840984,5516680,22903668,439803,652209,1485342,486529
Kent State University,203517,2013,Football Bowl Subdivision,Mid-American Conference,27116813,238451,341659,3478855,4195939,5739795,26557674,306438,1030243,1363610,742911
Kent State University,203517,2014,Football Bowl Subdivision,Mid-American Conference,24392281,312473,372838,3111581,4256858,5753019,24932694,432289,968748,1922000,486944
Kent State University,203517,2015,Football Bowl Subdivision,Mid-American Conference,26291980,186452,429848,3413155,6002487,6111439,25908848,527785,891312,1270686,891139
Kent State University,203517,2016,Football Bowl Subdivision,Mid-American Conference,28029169,213335,443302,3586306,5935633,6070353,26018611,561597,921287,1494850,509730
Kent State University,203517,2017,Football Bowl Subdivision,Mid-American Conference,29504048,274362,471844,3633485,6240237,6822434,28837710,721697,1389618,2300818,915201
Kent State University,203517,2018,Football Bowl Subdivision,Mid-American Conference,29993310,164763,582693,3611602,6500793,6382900,28789819,989441,888299,2080500,467408
Louisiana State University and Agricultural & Mechanical College,159391,2005,Football Bowl Subdivision,Southeastern Conference,55857396,479849,810030,7393386,9240833,6821010,60937676,3252247,11189385,1014500,23359796
Louisiana State University and Agricultural & Mechanical College,159391,2006,Football Bowl Subdivision,Southeastern Conference,65215990,657769,760274,6811780,9809290,7060869,67430786,1151563,17410137,829500,21479485
Louisiana State University and Agricultural & Mechanical College,159391,2007,Football Bowl Subdivision,Southeastern Conference,73232219,618505,1007369,7354583,11080646,7391113,76270050,1526566,19555909,61000,28300547
Louisiana State University and Agricultural & Mechanical College,159391,2008,Football Bowl Subdivision,Southeastern Conference,81150829,653060,1078187,8181921,13527573,7779905,85018205,2345902,23252017,1498466,28519228
Louisiana State University and Agricultural & Mechanical College,159391,2009,Football Bowl Subdivision,Southeastern Conference,94451691,614267,1107355,9436649,14668312,8496058,100878633,2846361,31174177,44000,35450193
Louisiana State University and Agricultural & Mechanical College,159391,2010,Football Bowl Subdivision,Southeastern Conference,102326769,679708,1085401,9860337,16063755,8849137,111030795,2519747,38255521,500000,31721048
Louisiana State University and Agricultural & Mechanical College,159391,2011,Football Bowl Subdivision,Southeastern Conference,91796925,573536,933560,10515932,16565426,9966107,107259352,2339891,31927029,98170,35079579
Louisiana State University and Agricultural & Mechanical College,159391,2012,Football Bowl Subdivision,Southeastern Conference,101989116,639256,1057582,11710352,19876204,10911066,114787786,2835341,35964739,2410000,31502735
Louisiana State University and Agricultural & Mechanical College,159391,2013,Football Bowl Subdivision,Southeastern Conference,105312018,615122,1346020,11974587,19688957,11296522,117457398,2915181,32089896,3000,38917845
Louisiana State University and Agricultural & Mechanical College,159391,2014,Football Bowl Subdivision,Southeastern Conference,122945710,568240,1368557,12833667,21139585,12697882,133679256,3437777,49333582,3041000,37686975
Louisiana State University and Agricultural & Mechanical College,159391,2015,Football Bowl Subdivision,Southeastern Conference,126632377,582885,1837925,15512380,23255628,13271350,138642237,3315591,39471340,3413500,41835448
Louisiana State University and Agricultural & Mechanical College,159391,2016,Football Bowl Subdivision,Southeastern Conference,123952910,809955,1948299,17064636,22701535,15318850,141651460,3306735,33539802,552000,45222768
Louisiana State University and Agricultural & Mechanical College,159391,2017,Football Bowl Subdivision,Southeastern Conference,139139017,962268,1875822,14615725,25370481,15665085,147744233,3299132,36973785,2264500,41855036
Louisiana State University and Agricultural & Mechanical College,159391,2018,Football Bowl Subdivision,Southeastern Conference,145351316,967368,2661602,15657345,26957740,15971402,145422796,3073470,35070680,4000000,40281805
Louisiana Tech University,159647,2005,Football Bowl Subdivision,Western Athletic Conference,10996389,106711,193435,1385299,2179429,2584136,11009487,244277,1631553,1916000,868383
Louisiana Tech University,159647,2006,Football Bowl Subdivision,Western Athletic Conference,12055688,74556,182019,1858798,2093637,2734212,11723290,277187,1558373,1332500,897456
Louisiana Tech University,159647,2007,Football Bowl Subdivision,Western Athletic Conference,13186880,41888,242473,2036357,2467313,2944982,13135151,388232,1654253,2104000,837585
Louisiana Tech University,159647,2008,Football Bowl Subdivision,Western Athletic Conference,14631914,92427,293254,2185040,2891167,2778328,14656982,254826,2064622,1421036,865028
Louisiana Tech University,159647,2009,Football Bowl Subdivision,Western Athletic Conference,15966998,82607,296728,2923779,2871320,3050385,16020893,485879,2728546,932900,1646699
Louisiana Tech University,159647,2010,Football Bowl Subdivision,Western Athletic Conference,16481887,216858,309600,2514326,3089757,3300844,16587540,457986,2098577,2123204,987715
Louisiana Tech University,159647,2011,Football Bowl Subdivision,Western Athletic Conference,17135283,195672,304720,2404422,3435914,3616304,17146559,635142,2523734,895443,1360274
Louisiana Tech University,159647,2012,Football Bowl Subdivision,Western Athletic Conference,18687576,219745,311608,2619471,3866802,3954854,18734197,614492,3608371,1901000,953922
Louisiana Tech University,159647,2013,Football Bowl Subdivision,Western Athletic Conference,18444386,332799,325813,2306211,3923503,4045359,18570493,628682,3262546,1897500,2047128
Louisiana Tech University,159647,2014,Football Bowl Subdivision,Conference USA,19239017,230553,306395,2276212,4181627,4593729,19277701,192054,3088904,1965300,2019333
Louisiana Tech University,159647,2015,Football Bowl Subdivision,Conference USA,21849418,149269,357976,2633641,4763142,5339614,22209912,290213,4258498,2497765,1723061
Louisiana Tech University,159647,2016,Football Bowl Subdivision,Conference USA,23102396,293524,359540,2933089,4414299,6142778,23388735,316717,5609402,1464720,1954054
Louisiana Tech University,159647,2017,Football Bowl Subdivision,Conference USA,23828481,385289,335854,2987286,4675036,6663599,24722695,223841,5992599,1949500,1661800
Louisiana Tech University,159647,2018,Football Bowl Subdivision,Conference USA,23933980,461076,430680,2995280,5158616,5697724,23672886,220000,5919141,1234000,1903585
Marshall University,237525,2005,Football Bowl Subdivision,Mid-American Conference,16516504,322871,456180,1985659,2992554,3847642,16323459,206704,3256311,966967,1961713
Marshall University,237525,2006,Football Bowl Subdivision,Conference USA,19691376,328216,496995,2719874,3169849,4332830,20147413,233693,3753772,512566,2881397
Marshall University,237525,2007,Football Bowl Subdivision,Conference USA,20975251,451371,546706,2873835,3347379,4587748,21000942,244778,3666624,973625,2625256
Marshall University,237525,2008,Football Bowl Subdivision,Conference USA,23575610,589214,591723,3306652,3836842,4626443,23103224,244386,3464462,751840,4400247
Marshall University,237525,2009,Football Bowl Subdivision,Conference USA,24701638,554271,622320,3634938,3816234,5148902,22043516,245740,2781875,885906,2986512
Marshall University,237525,2010,Football Bowl Subdivision,Conference USA,25678598,592342,426275,3408173,3893350,5364858,23067735,187123,3584335,660292,2788491
Marshall University,237525,2011,Football Bowl Subdivision,Conference USA,26146967,983399,536703,3161209,4139213,5503325,27444906,176079,3855746,1231653,3946607
Marshall University,237525,2012,Football Bowl Subdivision,Conference USA,26816730,793775,525854,3548213,4331890,5810132,29203535,166519,4000519,780487,3600879
Marshall University,237525,2013,Football Bowl Subdivision,Conference USA,28337108,1000595,528004,3530872,4336562,5728319,27587274,165397,3483071,899970,3302999
Marshall University,237525,2014,Football Bowl Subdivision,Conference USA,29441144,868205,542011,4065304,4436950,5819471,28707091,157416,3775174,562437,3326138
Marshall University,237525,2015,Football Bowl Subdivision,Conference USA,27397209,905648,517279,3807163,4853272,6253988,27069138,149902,3669735,559887,3484027
Marshall University,237525,2016,Football Bowl Subdivision,Conference USA,28910839,861249,455893,4337234,5119233,6766821,30164189,279512,4038955,417980,3499254
Marshall University,237525,2017,Football Bowl Subdivision,Conference USA,30342248,910401,509452,4135769,4918623,7353366,29287471,303428,3652264,663657,3887680
Marshall University,237525,2018,Football Bowl Subdivision,Conference USA,31820355,925535,614505,5496861,5384694,7118520,30612153,280790,3787778,779500,3108369
Miami University,204024,2005,Football Bowl Subdivision,Mid-American Conference,20055568,108674,683049,2061720,3313128,5858446,20558288,729380,773320,546214,882338
Miami University,204024,2006,Football Bowl Subdivision,Mid-American Conference,21213766,193331,679443,1913752,3506302,6285670,20891454,708566,739623,559240,940870
Miami University,204024,2007,Football Bowl Subdivision,Mid-American Conference,23354626,102322,663121,2138961,3888592,7127512,23062244,862605,1084636,563057,984247
Miami University,204024,2008,Football Bowl Subdivision,Mid-American Conference,23320946,166430,569979,2440044,4274913,7504012,23307295,494232,966318,928488,1114957
Miami University,204024,2009,Football Bowl Subdivision,Mid-American Conference,24818228,191454,639965,2359879,4937457,8015376,24314451,421684,1040962,638000,1178170
Miami University,204024,2010,Football Bowl Subdivision,Mid-American Conference,25604474,217591,568170,2883361,5117160,8045273,25996018,388088,1764000,737280,2899468
Miami University,204024,2011,Football Bowl Subdivision,Mid-American Conference,26975567,199094,600320,2924636,5360478,8910300,26745727,434510,2177726,1118200,1079283
Miami University,204024,2012,Football Bowl Subdivision,Mid-American Conference,27832911,277206,586970,3142849,5590976,9411244,28121483,589349,1543758,1030800,1331855
Miami University,204024,2013,Football Bowl Subdivision,Mid-American Conference,28926951,136343,553079,3044775,5668706,9935055,28705691,638056,1903293,1489845,1183368
Miami University,204024,2014,Football Bowl Subdivision,Mid-American Conference,28712466,383194,414069,2891516,5792955,9434519,29393128,618431,1615928,1779500,1210725
Miami University,204024,2015,Football Bowl Subdivision,Mid-American Conference,32756388,398402,366147,3706715,6053842,9438541,33119460,691833,1659949,1263631,1234227
Miami University,204024,2016,Football Bowl Subdivision,Mid-American Conference,33285723,532129,431056,4014815,6178822,9519225,33661856,866827,1701631,1375500,1271618
Miami University,204024,2017,Football Bowl Subdivision,Mid-American Conference,36097843,558769,596144,3559494,6542331,11299454,37766348,1008208,2594400,1169000,1143399
Miami University,204024,2018,Football Bowl Subdivision,Mid-American Conference,37127174,589495,830375,3200662,7319989,12100512,36772588,1031219,2557491,1631000,1250483
Michigan State University,171100,2005,Football Bowl Subdivision,Big Ten Conference,58340854,813044,955460,6420647,9664088,7605217,62170147,3527166,13271677,4145025,18530242
Michigan State University,171100,2006,Football Bowl Subdivision,Big Ten Conference,70218402,727296,1056213,6034806,17022602,7941547,68397132,3538225,17975933,3893717,19444048
Michigan State University,171100,2007,Football Bowl Subdivision,Big Ten Conference,73696382,713593,1098801,6782051,12810309,8315542,76953708,3373066,20408028,3826892,22242662
Michigan State University,171100,2008,Football Bowl Subdivision,Big Ten Conference,83444368,1081848,1067088,8095158,10881726,8901044,81390686,3777152,19501782,4016571,21870622
Michigan State University,171100,2009,Football Bowl Subdivision,Big Ten Conference,81404459,893879,901139,8835937,13980331,9241953,79344333,4000393,19377785,1689185,21703295
Michigan State University,171100,2010,Football Bowl Subdivision,Big Ten Conference,78162447,998761,955576,8096563,13776323,9688324,83545892,4492399,21292589,418730,23503885
Michigan State University,171100,2011,Football Bowl Subdivision,Big Ten Conference,84004229,873192,941157,8461047,15823382,10146765,84510199,5882386,18025593,591299,22737191
Michigan State University,171100,2012,Football Bowl Subdivision,Big Ten Conference,88100432,1307635,1018826,10320010,15433868,11116782,93946707,6208828,22297820,435660,23988215
Michigan State University,171100,2013,Football Bowl Subdivision,Big Ten Conference,93743529,1495993,1351444,9629758,16243487,12000227,97942726,7077049,24113610,611908,26536714
Michigan State University,171100,2014,Football Bowl Subdivision,Big Ten Conference,107422832,1430583,1443789,11718704,20884258,12477749,104677456,7498379,29724939,834265,24076780
Michigan State University,171100,2015,Football Bowl Subdivision,Big Ten Conference,108283151,1372745,1528532,11551080,20212016,12632862,108687274,11274337,26391940,888085,25294320
Michigan State University,171100,2016,Football Bowl Subdivision,Big Ten Conference,121892394,1207657,1394414,16898985,21163291,14672650,123034495,14325787,30441924,836727,24684212
Michigan State University,171100,2017,Football Bowl Subdivision,Big Ten Conference,117506272,1209973,1732418,12549159,20930050,15090350,126021377,15853798,32363526,839536,26802465
Michigan State University,171100,2018,Football Bowl Subdivision,Big Ten Conference,137416056,1622542,1689263,15372528,22898835,15888613,145640289,16282801,23334606,814294,36502062
Middle Tennessee State University,220978,2005,Football Bowl Subdivision,Sun Belt Conference,15376862,388893,262194,1844196,2410201,4242853,15376862,745559,402346,891100,854122
Middle Tennessee State University,220978,2006,Football Bowl Subdivision,Sun Belt Conference,17473479,422307,272391,1630858,2543874,4895550,17473479,853599,365830,1110750,929736
Middle Tennessee State University,220978,2007,Football Bowl Subdivision,Sun Belt Conference,19621497,455103,355424,2467862,2839871,5200354,19621497,802561,674026,2030000,1128354
Middle Tennessee State University,220978,2008,Football Bowl Subdivision,Sun Belt Conference,19656265,396544,395905,2279176,2790104,5673687,19656265,581447,777421,1100000,1266695
Middle Tennessee State University,220978,2009,Football Bowl Subdivision,Sun Belt Conference,19441095,393451,341342,2292949,2790999,5673738,19441095,724121,95921,1397500,1433154
Middle Tennessee State University,220978,2010,Football Bowl Subdivision,Sun Belt Conference,20800017,403169,343555,2596975,3033408,6588195,20800017,907035,186771,1106520,1467858
Middle Tennessee State University,220978,2011,Football Bowl Subdivision,Sun Belt Conference,24328234,418309,374968,2408783,3636546,7232421,27125185,990183,3943434,726441,1273144
Middle Tennessee State University,220978,2012,Football Bowl Subdivision,Sun Belt Conference,26450723,391959,461962,2569345,4020851,7252384,26555473,1066788,1602122,1912000,1313648
Middle Tennessee State University,220978,2013,Football Bowl Subdivision,Sun Belt Conference,28716516,352643,490426,2639947,4466197,7439166,27667552,1297255,2120733,1715000,1144309
Middle Tennessee State University,220978,2014,Football Bowl Subdivision,Conference USA,29036660,322029,454807,3734347,5144279,7804071,30410530,1456847,2670172,1032500,1384428
Middle Tennessee State University,220978,2015,Football Bowl Subdivision,Conference USA,31671166,383153,489915,3543924,5328810,8573566,31671166,1593362,4433074,1068500,1481486
Middle Tennessee State University,220978,2016,Football Bowl Subdivision,Conference USA,32412731,445337,531346,4305679,5796893,9185534,32412731,1560244,2513785,2556000,1620498
Middle Tennessee State University,220978,2017,Football Bowl Subdivision,Conference USA,34040334,451017,525423,4932978,5844226,8920117,34040334,1948575,2083814,1353000,1434096
Middle Tennessee State University,220978,2018,Football Bowl Subdivision,Conference USA,35353956,482703,509279,3824581,6368197,9397637,35353956,1857694,2143996,1156000,1689824
Mississippi State University,176080,2005,Football Bowl Subdivision,Southeastern Conference,25273465,544290,507209,2103847,5443212,4094322,25502594,425574,6917703,544028,6416035
Mississippi State University,176080,2006,Football Bowl Subdivision,Southeastern Conference,25796264,616879,550843,2333689,5696436,4414223,25838681,417978,2109765,611686,6674951
Mississippi State University,176080,2007,Football Bowl Subdivision,Southeastern Conference,27542758,495946,587924,2602229,5851071,4913949,27549532,315000,3124080,240001,6880413
Mississippi State University,176080,2008,Football Bowl Subdivision,Southeastern Conference,30432972,523049,614077,2902331,7031803,5553147,30440090,300915,1931025,612000,8750189
Mississippi State University,176080,2009,Football Bowl Subdivision,Southeastern Conference,36703582,491770,662642,2765285,8438788,6079440,36772199,302655,6383579,166000,7600163
Mississippi State University,176080,2010,Football Bowl Subdivision,Southeastern Conference,36265186,834251,624798,3230521,8647434,5940118,38127591,67123,0,425415,10776417
Mississippi State University,176080,2011,Football Bowl Subdivision,Southeastern Conference,51588743,732531,723219,3966882,10102271,6175694,58981769,689722,16332138,393208,10358803
Mississippi State University,176080,2012,Football Bowl Subdivision,Southeastern Conference,67926160,692632,1045643,5768533,10680641,6469834,69828880,337896,24030641,473000,11330142
Mississippi State University,176080,2013,Football Bowl Subdivision,Southeastern Conference,57362224,1045297,1098984,6517529,10996665,6500862,62764025,840852,16868035,243500,11442447
Mississippi State University,176080,2014,Football Bowl Subdivision,Southeastern Conference,54388802,885414,1042841,7039336,11825452,7208008,62275111,997186,13942877,1554700,12461331
Mississippi State University,176080,2015,Football Bowl Subdivision,Southeastern Conference,69493395,907512,1139415,7665359,14579392,7698919,75400407,6706093,16725344,192500,14646395
Mississippi State University,176080,2016,Football Bowl Subdivision,Southeastern Conference,87641937,1002597,1269731,9684921,18117062,8924354,94903405,6590453,23136962,297797,16024676
Mississippi State University,176080,2017,Football Bowl Subdivision,Southeastern Conference,88138943,968329,1327821,11575431,16974007,9722730,100062237,6782116,25035952,642500,15782114
Mississippi State University,176080,2018,Football Bowl Subdivision,Southeastern Conference,93573141,899810,1353555,12638092,17824878,9766661,103858865,7479951,23888969,58500,16841841
New Mexico State University,188030,2005,Football Bowl Subdivision,Western Athletic Conference,12643034,469644,230282,1762180,2717695,1972312,12856716,711384,1409625,861000,1029077
New Mexico State University,188030,2006,Football Bowl Subdivision,Western Athletic Conference,16844756,605211,358839,2403195,3256060,2401749,18550016,737757,1455064,435500,1963416
New Mexico State University,188030,2007,Football Bowl Subdivision,Western Athletic Conference,21793202,495801,453117,3300308,3500087,3755188,16953694,1074453,2133876,111619,2504167
New Mexico State University,188030,2008,Football Bowl Subdivision,Western Athletic Conference,28298002,451178,527864,3331121,3548860,5115846,25379586,1770844,2964509,977567,1793167
New Mexico State University,188030,2009,Football Bowl Subdivision,Western Athletic Conference,28791357,445855,372202,3496039,3720739,5276779,26896469,1396423,4498532,1160000,1666634
New Mexico State University,188030,2010,Football Bowl Subdivision,Western Athletic Conference,26994899,492190,423093,3086584,3844118,5514325,25433613,2651586,836961,1120000,1719191
New Mexico State University,188030,2011,Football Bowl Subdivision,Western Athletic Conference,25782307,485224,411906,2899796,3854646,6010050,26997597,2414076,883239,754000,1771334
New Mexico State University,188030,2012,Football Bowl Subdivision,Western Athletic Conference,27426388,477799,473745,3802506,4029141,6075965,28559494,2049370,1352361,2012000,1722689
New Mexico State University,188030,2013,Football Bowl Subdivision,Western Athletic Conference,28484118,517292,417975,3344842,4253267,6483197,30105460,2342125,856224,1180000,1317495
New Mexico State University,188030,2014,Football Bowl Subdivision,Independent,29513451,535840,432394,3302791,4494653,6599006,29287917,2380071,1035973,2054500,1559403
New Mexico State University,188030,2015,Football Bowl Subdivision,Sun Belt Conference,26874116,632661,378313,3818122,4757581,6715742,26986841,2020450,1297228,1604447,1293057
New Mexico State University,188030,2016,Football Bowl Subdivision,Sun Belt Conference,27077217,686181,366356,3935346,4661797,7049963,26505116,1052353,1326708,2083000,1452170
New Mexico State University,188030,2017,Football Bowl Subdivision,Sun Belt Conference,23507513,550403,339715,3578763,4286967,6778906,26114479,1180927,852696,2968064,1221025
New Mexico State University,188030,2018,Football Bowl Subdivision,Sun Belt Conference,25693309,565325,401687,3998485,4417811,7673915,26320230,947219,1421285,2305600,1636361
North Carolina State University at Raleigh,199193,2005,Football Bowl Subdivision,Atlantic Coast Conference,37048794,427488,790766,3809094,4854635,5908478,35793670,287500,5908478,411840,12972438
North Carolina State University at Raleigh,199193,2006,Football Bowl Subdivision,Atlantic Coast Conference,42463462,595625,819789,4328137,5540702,6404583,45836095,154950,7719365,50115,16855670
North Carolina State University at Raleigh,199193,2007,Football Bowl Subdivision,Atlantic Coast Conference,43294143,605171,802433,5163411,6626758,6238485,47830440,160220,9260107,252000,16858492
North Carolina State University at Raleigh,199193,2008,Football Bowl Subdivision,Atlantic Coast Conference,43892285,591110,820990,5363486,7061027,5804074,45632223,164225,6306023,201000,18081143
North Carolina State University at Raleigh,199193,2009,Football Bowl Subdivision,Atlantic Coast Conference,48349169,578464,894526,6181672,7447893,7541852,50586947,209799,7802804,243500,18296826
North Carolina State University at Raleigh,199193,2010,Football Bowl Subdivision,Atlantic Coast Conference,45880314,668335,832754,5602736,8847328,7481209,49459002,221045,7004157,35000,18398410
North Carolina State University at Raleigh,199193,2011,Football Bowl Subdivision,Atlantic Coast Conference,50560564,641600,929443,6359960,9944023,8074335,51076345,216713,10102474,520000,20810758
North Carolina State University at Raleigh,199193,2012,Football Bowl Subdivision,Atlantic Coast Conference,56332313,624797,1196820,6990303,11784770,8260486,59757911,482591,10710592,200000,18237979
North Carolina State University at Raleigh,199193,2013,Football Bowl Subdivision,Atlantic Coast Conference,63137393,735147,1379431,7153677,14950202,8747297,67481639,2118871,10570589,400000,19730883
North Carolina State University at Raleigh,199193,2014,Football Bowl Subdivision,Atlantic Coast Conference,63958569,725239,1501653,7372687,14395344,9133726,70500811,2161173,10824170,100000,20952442
North Carolina State University at Raleigh,199193,2015,Football Bowl Subdivision,Atlantic Coast Conference,73074396,856203,1730543,8414767,15860162,10217672,76834603,2237669,13936125,250000,18947413
North Carolina State University at Raleigh,199193,2016,Football Bowl Subdivision,Atlantic Coast Conference,79905724,866108,1756255,10178961,16450982,11685571,80225029,2220349,15119174,200000,19017232
North Carolina State University at Raleigh,199193,2017,Football Bowl Subdivision,Atlantic Coast Conference,86924779,1229551,1971283,10813718,17357592,12286299,83741572,4471440,15078662,200000,21219458
North Carolina State University at Raleigh,199193,2018,Football Bowl Subdivision,Atlantic Coast Conference,86756449,1433501,1781451,11446379,19025098,13151527,87976532,5114908,15005244,501521,19895564
Northern Illinois University,147703,2005,Football Bowl Subdivision,Mid-American Conference,15208205,225466,243941,1844722,2543039,3650128,15859206,232942,1268164,349250,1022586
Northern Illinois University,147703,2006,Football Bowl Subdivision,Mid-American Conference,16670569,256150,257461,1579079,2718519,4110508,17537089,736481,1019791,779938,902056
Northern Illinois University,147703,2007,Football Bowl Subdivision,Mid-American Conference,18934750,389637,254495,2064432,2934182,4321742,19400270,609995,1335269,1041750,1368752
Northern Illinois University,147703,2008,Football Bowl Subdivision,Mid-American Conference,22448970,369301,322986,2027902,3212951,4998775,23342006,755830,1226237,1142750,2215645
Northern Illinois University,147703,2009,Football Bowl Subdivision,Mid-American Conference,23770449,381966,363899,2731246,3360240,5814784,21243679,549116,1087486,963150,1016563
Northern Illinois University,147703,2010,Football Bowl Subdivision,Mid-American Conference,21899024,449371,300306,1831363,3441145,5868058,22210800,366380,1158340,1390000,908503
Northern Illinois University,147703,2011,Football Bowl Subdivision,Mid-American Conference,22793622,322779,281373,2068622,3593287,6810435,24148602,370107,1329546,1629150,864185
Northern Illinois University,147703,2012,Football Bowl Subdivision,Mid-American Conference,23863877,331826,277076,2473191,3771354,6985935,23504505,410410,1184136,371250,1824668
Northern Illinois University,147703,2013,Football Bowl Subdivision,Mid-American Conference,25294053,395659,345384,2840730,3893092,7351372,26259284,415325,1305957,416000,2203585
Northern Illinois University,147703,2014,Football Bowl Subdivision,Mid-American Conference,26130115,417544,339327,3230786,3936014,7409545,27007054,630114,1724111,1676750,1097519
