Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
University of Mississippi,176017,2013,Football Bowl Subdivision,Southeastern Conference,71315807,794679,1245317,7506260,12175397,7052633,73390050,3572718,18454960,248000,16312342
University of Mississippi,176017,2014,Football Bowl Subdivision,Southeastern Conference,73293496,930477,1302500,9322884,13729892,7726498,75849000,4857343,15898757,442500,17280915
University of Mississippi,176017,2015,Football Bowl Subdivision,Southeastern Conference,82399898,877657,1192546,8131364,15739495,8003787,87602519,3137392,22018317,2067500,19335875
University of Mississippi,176017,2016,Football Bowl Subdivision,Southeastern Conference,97105043,1331377,1254438,10301931,18086381,9209892,110524705,4832470,31692460,252000,20616537
University of Mississippi,176017,2017,Football Bowl Subdivision,Southeastern Conference,108885512,1059185,1461037,12144215,19226862,10602112,117834511,5023290,32355158,2835000,23738310
University of Mississippi,176017,2018,Football Bowl Subdivision,Southeastern Conference,116812268,1199187,1683435,12438595,18861309,10616926,110912617,5162143,34144898,518360,22332066
University of Missouri-Columbia,178396,2005,Football Bowl Subdivision,Big 12 Conference,46351896,537892,534994,6105754,6556948,5686519,46812603,827565,9742977,165000,15060172
University of Missouri-Columbia,178396,2006,Football Bowl Subdivision,Big 12 Conference,56057181,486622,670542,4138725,7096553,5927959,50495448,780560,14304319,171080,14599807
University of Missouri-Columbia,178396,2007,Football Bowl Subdivision,Big 12 Conference,57211839,622403,684480,4825375,7092475,6309077,56406107,995000,16603749,228000,15935989
University of Missouri-Columbia,178396,2008,Football Bowl Subdivision,Big 12 Conference,51779677,592156,700565,5346282,8670420,6517208,55566932,869775,13285897,323033,18873077
University of Missouri-Columbia,178396,2009,Football Bowl Subdivision,Big 12 Conference,58604216,927134,760403,5524542,10331735,7079524,63133447,1154150,14979757,12800,20630900
University of Missouri-Columbia,178396,2010,Football Bowl Subdivision,Big 12 Conference,61766109,677530,807883,5514453,11983191,7278296,61052303,1329595,13454020,217786,20642471
University of Missouri-Columbia,178396,2011,Football Bowl Subdivision,Big 12 Conference,64160358,920642,861859,6252642,12431705,7668198,64146530,1787938,14495771,211600,20593069
University of Missouri-Columbia,178396,2012,Football Bowl Subdivision,Big 12 Conference,66980889,878340,1065533,6517018,13605885,8280444,50719665,2025000,13775671,398500,18932256
University of Missouri-Columbia,178396,2013,Football Bowl Subdivision,Southeastern Conference,70276015,840408,1336596,7575962,14409637,8546407,76306889,2597000,15885863,530000,22534904
University of Missouri-Columbia,178396,2014,Football Bowl Subdivision,Southeastern Conference,80230179,920137,1227511,9714851,16211134,9137969,83718587,2543650,20113654,208500,24235754
University of Missouri-Columbia,178396,2015,Football Bowl Subdivision,Southeastern Conference,86859158,1000110,1252674,9960072,18103259,9380384,91217778,2482433,19259888,303500,23428311
University of Missouri-Columbia,178396,2016,Football Bowl Subdivision,Southeastern Conference,94323693,1092070,1467231,10006196,18563146,11247490,97275839,3053899,19982560,3510700,19152889
University of Missouri-Columbia,178396,2017,Football Bowl Subdivision,Southeastern Conference,102409131,1310935,1500946,10219543,21107952,10831611,97848195,1460957,23581545,250000,17993862
University of Missouri-Columbia,178396,2018,Football Bowl Subdivision,Southeastern Conference,109158522,1336298,1657753,12392118,19995160,11537169,107351581,1235397,26511039,402000,17592152
University of Nebraska-Lincoln,181464,2005,Football Bowl Subdivision,Big 12 Conference,55697329,704734,1084860,5652339,8001490,6408173,55876334,6059567,11390228,158500,21578588
University of Nebraska-Lincoln,181464,2006,Football Bowl Subdivision,Big 12 Conference,61667540,819068,1218748,5947619,8855319,6637033,63723537,7605895,11749526,74879,24696256
University of Nebraska-Lincoln,181464,2007,Football Bowl Subdivision,Big 12 Conference,65356468,969533,1216179,6123520,9439713,7585821,70846908,8526354,15021384,300600,28119217
University of Nebraska-Lincoln,181464,2008,Football Bowl Subdivision,Big 12 Conference,74981110,766661,1083385,6239778,9413168,8166819,75492884,8858680,16410663,208000,30560065
University of Nebraska-Lincoln,181464,2009,Football Bowl Subdivision,Big 12 Conference,70543505,852223,1101694,7612676,10732473,8762557,74881383,11545259,5160306,12500,33982799
University of Nebraska-Lincoln,181464,2010,Football Bowl Subdivision,Big 12 Conference,71738068,885226,1036916,8012827,11831699,9677637,73483733,9397189,6103706,312000,31504769
University of Nebraska-Lincoln,181464,2011,Football Bowl Subdivision,Big 12 Conference,81916484,923312,1234097,8242775,12840290,10359619,83679756,10650177,12638521,300500,31716096
University of Nebraska-Lincoln,181464,2012,Football Bowl Subdivision,Big Ten Conference,77037282,874312,1567360,8902085,13288319,9416377,81631252,11821376,9783535,319500,32450880
University of Nebraska-Lincoln,181464,2013,Football Bowl Subdivision,Big Ten Conference,81666269,865776,1794747,10684977,14670420,8940459,86916001,11895378,12657818,343500,32491416
University of Nebraska-Lincoln,181464,2014,Football Bowl Subdivision,Big Ten Conference,90939273,746214,2060115,9486598,15589712,9531229,94797692,13140048,11833760,14000,40450062
University of Nebraska-Lincoln,181464,2015,Football Bowl Subdivision,Big Ten Conference,102523037,864312,2229914,11797007,16983957,9759530,102157399,15833035,19654976,325000,36618329
University of Nebraska-Lincoln,181464,2016,Football Bowl Subdivision,Big Ten Conference,108989919,1000203,2122414,13987342,16700470,11051273,112142961,18626157,21518119,322000,37198005
University of Nebraska-Lincoln,181464,2017,Football Bowl Subdivision,Big Ten Conference,117979144,1044039,2376594,13845750,17953170,11836616,120205090,19896347,26599584,33293,37258695
University of Nebraska-Lincoln,181464,2018,Football Bowl Subdivision,Big Ten Conference,141063338,1181228,2545583,12448967,19911657,12004142,142223226,25806845,16714649,1020152,37196606
University of Nevada-Las Vegas,182281,2005,Football Bowl Subdivision,Mountain West Conference,24280990,402540,648014,2478915,4975674,4797873,24580619,253378,4557652,856264,3174417
University of Nevada-Las Vegas,182281,2006,Football Bowl Subdivision,Mountain West Conference,32720926,558089,701175,2559421,4831724,5062425,32079311,574431,6343386,155000,3684613
University of Nevada-Las Vegas,182281,2007,Football Bowl Subdivision,Mountain West Conference,33484258,466052,719788,2889210,5050411,5452929,33240631,2210547,4847879,500750,4012090
University of Nevada-Las Vegas,182281,2008,Football Bowl Subdivision,Mountain West Conference,37934266,518101,686028,2947901,5535864,5563473,38377947,2169804,5110293,105500,6560391
University of Nevada-Las Vegas,182281,2009,Football Bowl Subdivision,Mountain West Conference,36218647,451729,909853,4469761,5571097,5794044,37531196,4302934,6164192,450000,5466961
University of Nevada-Las Vegas,182281,2010,Football Bowl Subdivision,Mountain West Conference,59143059,465715,790248,2780759,5913527,6241793,56496233,6965440,3546691,0,5409086
University of Nevada-Las Vegas,182281,2011,Football Bowl Subdivision,Mountain West Conference,60555156,446200,771531,3022632,5684220,6881326,59544869,6768838,5726893,1123500,5970928
University of Nevada-Las Vegas,182281,2012,Football Bowl Subdivision,Mountain West Conference,58691671,541451,722821,3055205,5621164,7053983,58806533,6895898,6343180,545000,5758489
University of Nevada-Las Vegas,182281,2013,Football Bowl Subdivision,Mountain West Conference,63672024,617323,792348,3506530,5703147,7132472,64513044,6795119,7752604,207000,6426881
University of Nevada-Las Vegas,182281,2014,Football Bowl Subdivision,Mountain West Conference,44467342,606467,843769,3749272,6539986,7234796,44057560,3089610,7940514,282865,5627480
University of Nevada-Las Vegas,182281,2015,Football Bowl Subdivision,Mountain West Conference,44935234,546345,914256,3679256,7274452,7788826,45015536,2900244,8701472,777819,5321665
University of Nevada-Las Vegas,182281,2016,Football Bowl Subdivision,Mountain West Conference,46303882,720467,973705,4024225,6886936,7490770,46886024,2950033,8970585,1345000,5789602
University of Nevada-Las Vegas,182281,2017,Football Bowl Subdivision,Mountain West Conference,47476606,744334,1077821,4073030,6664560,8135615,47327478,3418752,7661855,843000,4865689
University of Nevada-Las Vegas,182281,2018,Football Bowl Subdivision,Mountain West Conference,50014197,826692,1173505,3888631,7200744,8231499,50568292,5933945,8184061,1797000,5556514
University of Nevada-Reno,182290,2005,Football Bowl Subdivision,Western Athletic Conference,20477381,410574,289900,2542733,3657012,4032368,18677243,715132,4994518,218000,2419251
University of Nevada-Reno,182290,2006,Football Bowl Subdivision,Western Athletic Conference,20175399,352970,320685,2606948,3946275,4288165,27280714,935005,10416032,173110,3344804
University of Nevada-Reno,182290,2007,Football Bowl Subdivision,Western Athletic Conference,21359986,246481,334739,3031291,4623856,4696520,21375121,993415,2953508,475000,3556654
University of Nevada-Reno,182290,2008,Football Bowl Subdivision,Western Athletic Conference,24051345,293470,347203,3184152,4577875,4669070,24383923,1061339,5082555,913000,3776684
University of Nevada-Reno,182290,2009,Football Bowl Subdivision,Western Athletic Conference,23997850,322650,328907,3563108,4458649,4870229,22525614,930766,3712064,226500,3785378
University of Nevada-Reno,182290,2010,Football Bowl Subdivision,Western Athletic Conference,23988811,336922,313979,2885080,4484570,4665206,23157140,906915,4686526,836000,3126851
University of Nevada-Reno,182290,2011,Football Bowl Subdivision,Western Athletic Conference,23112105,350942,306665,3068406,4222212,5228514,22652490,994328,3325965,24230,3951171
University of Nevada-Reno,182290,2012,Football Bowl Subdivision,Western Athletic Conference,22177509,333671,358218,3042354,4413437,5264166,21531926,1086085,3681511,1099500,3744835
University of Nevada-Reno,182290,2013,Football Bowl Subdivision,Mountain West Conference,27274229,294118,455619,3775585,5008620,5800870,26627415,1059458,4671530,807337,3461476
University of Nevada-Reno,182290,2014,Football Bowl Subdivision,Mountain West Conference,27734777,296121,543217,3532403,5654842,6034149,27324338,1053352,4948145,1136500,3957254
University of Nevada-Reno,182290,2015,Football Bowl Subdivision,Mountain West Conference,27013975,274617,578292,3715270,5476433,6466811,26954582,1044123,5151616,644500,3780300
University of Nevada-Reno,182290,2016,Football Bowl Subdivision,Mountain West Conference,30911159,228710,565925,4111855,5587444,7110431,31018290,1166490,6228265,1770500,4399025
University of Nevada-Reno,182290,2017,Football Bowl Subdivision,Mountain West Conference,38982774,431481,949234,4044613,5311613,7595844,36955558,1094793,9405099,1848000,3831815
University of Nevada-Reno,182290,2018,Football Bowl Subdivision,Mountain West Conference,41381121,519771,943618,4308144,6239593,9029804,34288266,1847913,6801385,1767000,2971130
University of New Mexico,187985,2005,Football Bowl Subdivision,Mountain West Conference,26216020,364655,375895,4187776,4629909,4681945,27594982,2682006,3475426,202500,6615615
University of New Mexico,187985,2006,Football Bowl Subdivision,Mountain West Conference,26719944,812090,451283,3320851,4995383,3372480,24072788,2742578,3996594,355070,6147810
University of New Mexico,187985,2007,Football Bowl Subdivision,Mountain West Conference,25822644,331948,449916,2924295,5443176,2835264,25586305,3495222,3864772,30000,6319610
University of New Mexico,187985,2008,Football Bowl Subdivision,Mountain West Conference,36477159,299539,506583,4430515,6757021,5022056,35979959,5210223,6124848,237500,6564704
University of New Mexico,187985,2009,Football Bowl Subdivision,Mountain West Conference,39368459,365385,585534,4201064,7794640,5958226,38376372,5350572,6341297,168145,6814874
University of New Mexico,187985,2010,Football Bowl Subdivision,Mountain West Conference,37331322,379785,611334,4207822,7117452,6371838,37330784,5446118,5308344,580480,6590165
University of New Mexico,187985,2011,Football Bowl Subdivision,Mountain West Conference,40428116,382058,582282,3883968,7410130,6658150,40287108,5602700,5429603,440009,6084843
University of New Mexico,187985,2012,Football Bowl Subdivision,Mountain West Conference,44321779,393756,622062,4799906,8012921,7049918,43284573,5730019,5326885,1175661,6414564
University of New Mexico,187985,2013,Football Bowl Subdivision,Mountain West Conference,45046275,394197,643258,5255341,7896631,7178357,44345840,5739412,9060270,1327620,6730651
University of New Mexico,187985,2014,Football Bowl Subdivision,Mountain West Conference,47082167,395170,682582,5484979,7976330,7654091,47199769,5670357,9850337,962300,6769173
University of New Mexico,187985,2015,Football Bowl Subdivision,Mountain West Conference,42180916,505158,683247,5329185,7996629,7750340,42353920,5684682,10866670,452500,6659683
University of New Mexico,187985,2016,Football Bowl Subdivision,Mountain West Conference,44465814,258820,724470,5664943,8097826,8919766,42820441,6006942,9367610,132600,6712103
University of New Mexico,187985,2017,Football Bowl Subdivision,Mountain West Conference,44356217,555721,679382,5371219,7993659,8561160,44421019,5810499,9878231,918500,5802815
University of New Mexico,187985,2018,Football Bowl Subdivision,Mountain West Conference,41936043,570462,803502,4984247,7745084,8150932,41936043,5667012,5417184,1606600,5947716
University of North Carolina at Chapel Hill,199120,2005,Football Bowl Subdivision,Atlantic Coast Conference,54617880,1281727,854908,4471744,6383257,7500590,54838851,2501206,10834440,1714214,14149887
University of North Carolina at Chapel Hill,199120,2006,Football Bowl Subdivision,Atlantic Coast Conference,59943877,1448556,999621,4728223,7672705,7930166,60034233,2738658,12463719,2043944,14273067
University of North Carolina at Chapel Hill,199120,2007,Football Bowl Subdivision,Atlantic Coast Conference,63008867,1584440,971631,6235478,8465845,7994861,62166396,2833790,13561604,1643300,16006247
University of North Carolina at Chapel Hill,199120,2008,Football Bowl Subdivision,Atlantic Coast Conference,65929532,1766529,1126532,6427834,11404126,7521420,66148186,2653080,15892163,1825440,17861212
University of North Carolina at Chapel Hill,199120,2009,Football Bowl Subdivision,Atlantic Coast Conference,74462225,1803161,1162968,8708482,12417566,7543374,74644557,5069803,14746142,2299537,22209969
University of North Carolina at Chapel Hill,199120,2010,Football Bowl Subdivision,Atlantic Coast Conference,72685335,2048581,1210401,7767351,12204437,7208755,72825407,4167881,14634189,976415,23280829
University of North Carolina at Chapel Hill,199120,2011,Football Bowl Subdivision,Atlantic Coast Conference,74312602,2039946,1774115,7746199,12285171,10343866,75606311,3727949,17712389,2749722,21318513
University of North Carolina at Chapel Hill,199120,2012,Football Bowl Subdivision,Atlantic Coast Conference,81921783,2005251,1512701,8262654,13155455,10601110,82424430,3708892,17478749,1721964,23655855
University of North Carolina at Chapel Hill,199120,2013,Football Bowl Subdivision,Atlantic Coast Conference,82735139,2328081,1494503,8443113,12866568,11424567,82792342,3868310,18709609,1467293,22511083
University of North Carolina at Chapel Hill,199120,2014,Football Bowl Subdivision,Atlantic Coast Conference,83463221,2217675,1319115,9232291,13642676,12392051,83771913,2733096,18234593,525936,23012533
University of North Carolina at Chapel Hill,199120,2015,Football Bowl Subdivision,Atlantic Coast Conference,89080843,2328530,1461599,8611243,14424549,13612346,89128256,2573734,20453485,1118399,20628551
University of North Carolina at Chapel Hill,199120,2016,Football Bowl Subdivision,Atlantic Coast Conference,95175985,2274431,1545050,11193254,15963077,14528812,95175985,2325000,22926465,2091535,23332957
University of North Carolina at Chapel Hill,199120,2017,Football Bowl Subdivision,Atlantic Coast Conference,96540823,2526913,1583586,12372753,17478769,15659952,96551626,3012900,21388432,2085700,23806771
University of North Carolina at Chapel Hill,199120,2018,Football Bowl Subdivision,Atlantic Coast Conference,102430558,2789471,1883458,10837884,18978962,16613846,104571404,12330897,20752770,709361,26335953
University of North Carolina at Charlotte,199139,2005,No Football Subdivision,,9643127,115926,263555,1288276,1772777,2038463,10117976,217263,687465,70000,670791
University of North Carolina at Charlotte,199139,2006,No Football Subdivision,,12087619,117351,328425,1321592,2062917,2037436,16554665,330222,5720643,11000,627649
University of North Carolina at Charlotte,199139,2007,No Football Subdivision,,11399145,163188,357638,1586629,2055141,2237876,15086511,243799,5291346,115800,501770
University of North Carolina at Charlotte,199139,2008,No Football Subdivision,,12598230,144000,283131,1865407,2389029,2147022,15335887,226274,4127477,12500,599099
University of North Carolina at Charlotte,199139,2009,No Football Subdivision,,14757775,184503,271800,1821064,2708917,2288771,16778063,292501,2862843,94000,574223
University of North Carolina at Charlotte,199139,2010,No Football Subdivision,,14873541,161377,198956,1636312,2754588,2315747,17660687,248750,3276840,84000,578716
University of North Carolina at Charlotte,199139,2011,No Football Subdivision,,17519512,243701,255246,1773216,3083423,2906115,18624105,231316,3150304,24757,525081
University of North Carolina at Charlotte,199139,2012,No Football Subdivision,,20265479,255859,340678,1992100,3706518,2976483,20573594,263080,621982,222400,506720
University of North Carolina at Charlotte,199139,2013,No Football Subdivision,,26122465,470891,386475,2074378,4118967,3955105,26681829,538104,5675318,126500,623457
University of North Carolina at Charlotte,199139,2014,Football Championship Subdivision,,28366612,317276,427065,2353807,4052646,4911593,29591208,672614,4420363,18000,1855994
University of North Carolina at Charlotte,199139,2015,Football Championship Subdivision,,28573920,276886,458939,3260467,4422998,5867832,33124557,769317,4393765,137500,1573256
University of North Carolina at Charlotte,199139,2016,Football Bowl Subdivision,Conference USA,32940261,336673,567326,3635849,5697444,6871537,37334851,801218,5474461,1093065,2006928
University of North Carolina at Charlotte,199139,2017,Football Bowl Subdivision,Conference USA,33246728,364501,688626,3958198,5959220,6953682,37931802,776135,5045106,887523,1455506
University of North Carolina at Charlotte,199139,2018,Football Bowl Subdivision,Conference USA,36160236,355402,650398,4338284,5607791,7857019,37919619,935938,3849951,1021000,1954698
University of North Texas,227216,2005,Football Bowl Subdivision,Sun Belt Conference,13749794,351752,153421,1737994,2609809,2780309,10643248,346491,2610062,1241400,420729
University of North Texas,227216,2006,Football Bowl Subdivision,Sun Belt Conference,14127731,88804,193866,1536093,2680295,2549874,9480461,434418,1494883,1273500,441574
University of North Texas,227216,2007,Football Bowl Subdivision,Sun Belt Conference,16192280,274584,182771,1696940,2992287,2739584,9447205,491854,1272637,1157500,504209
University of North Texas,227216,2008,Football Bowl Subdivision,Sun Belt Conference,16449462,300639,203983,2117506,2970142,2953550,10243090,627406,945077,1233558,856099
University of North Texas,227216,2009,Football Bowl Subdivision,Sun Belt Conference,17184137,333646,353120,2093390,3255410,3053784,10333289,629492,755404,1743240,585932
University of North Texas,227216,2010,Football Bowl Subdivision,Sun Belt Conference,17105046,291173,293487,2252318,3560731,3245866,10201988,630277,592332,1412000,690586
University of North Texas,227216,2011,Football Bowl Subdivision,Sun Belt Conference,18935422,381991,275599,2306562,4253838,3310358,11259222,1060676,1204029,1187500,787890
University of North Texas,227216,2012,Football Bowl Subdivision,Sun Belt Conference,26542476,389625,258810,2648653,4438799,3660671,19029641,1165414,2830658,1356500,1613812
University of North Texas,227216,2013,Football Bowl Subdivision,Sun Belt Conference,28926470,401815,340403,2888795,4752767,3909230,28800436,1377444,3968989,1937000,1140210
University of North Texas,227216,2014,Football Bowl Subdivision,Conference USA,31182673,701881,405776,3587465,4962230,4171345,31617094,1690478,1909037,2265200,1330980
University of North Texas,227216,2015,Football Bowl Subdivision,Conference USA,31268741,786679,449639,3299225,5149797,4318418,31312298,1848277,2484532,419000,1593007
University of North Texas,227216,2016,Football Bowl Subdivision,Conference USA,34155537,732167,395899,3357952,5272608,5456867,33278988,2008208,3438224,1983325,985736
University of North Texas,227216,2017,Football Bowl Subdivision,Conference USA,36363381,486646,462264,4063033,5850155,5438325,32150203,1657993,1020052,1352200,1157592
University of North Texas,227216,2018,Football Bowl Subdivision,Conference USA,38635792,671095,378188,5225093,7166932,5928828,38002376,2073958,2278815,1318800,1379978
University of Oklahoma,207500,2005,Football Bowl Subdivision,Big 12 Conference,62897773,888232,1057889,8917504,9790344,5148388,63382024,7340313,10096423,339487,28599675
University of Oklahoma,207500,2006,Football Bowl Subdivision,Big 12 Conference,64322580,956334,1071925,9031919,11485172,5491769,64521972,7375647,10820720,549620,29284212
University of Oklahoma,207500,2007,Football Bowl Subdivision,Big 12 Conference,69266318,1146618,1420836,10854391,11958296,6964478,69430571,8092781,12096410,577800,31054702
University of Oklahoma,207500,2008,Football Bowl Subdivision,Big 12 Conference,76945882,861358,1568125,11961334,12951543,7346156,77098008,9651372,13255316,537000,35162720
University of Oklahoma,207500,2009,Football Bowl Subdivision,Big 12 Conference,81404991,1075324,1575168,12853834,14452846,7841339,81487835,10836829,14166960,886055,34087657
University of Oklahoma,207500,2010,Football Bowl Subdivision,Big 12 Conference,87678197,1305297,1419347,12690888,16727351,8001631,98512287,11375376,26601241,3138000,35416091
University of Oklahoma,207500,2011,Football Bowl Subdivision,Big 12 Conference,94363928,1263175,1263567,13836962,18969694,9439275,104338844,12131029,28671113,891600,35856411
University of Oklahoma,207500,2012,Football Bowl Subdivision,Big 12 Conference,96250328,1084708,1445034,14476917,20773036,9376376,106456616,13153909,32580273,1032500,36281486
University of Oklahoma,207500,2013,Football Bowl Subdivision,Big 12 Conference,102447553,1367505,2002692,14243133,21274516,9457432,123805661,12805600,34487196,832500,37770523
University of Oklahoma,207500,2014,Football Bowl Subdivision,Big 12 Conference,113366698,1320204,2016858,15768910,21918720,11352361,129226692,12798803,33363102,1088000,36940264
University of Oklahoma,207500,2015,Football Bowl Subdivision,Big 12 Conference,128260251,1513141,2506999,18254298,24262369,12065436,134269349,20877150,32147093,1194866,39263430
University of Oklahoma,207500,2016,Football Bowl Subdivision,Big 12 Conference,132611840,1651638,1994651,21277244,25416335,12485841,150373216,16449721,46641355,890000,39747466
University of Oklahoma,207500,2017,Football Bowl Subdivision,Big 12 Conference,138456780,1819751,2306031,20939477,26747190,14015222,155238481,14106074,45504839,1925500,42142811
University of Oklahoma,207500,2018,Football Bowl Subdivision,Big 12 Conference,153189153,1807040,2542581,22856950,26243527,15056236,175325500,14045255,62977461,1166000,42227007
University of Oregon,209551,2005,Football Bowl Subdivision,Pacific-12 Conference,40107833,1364017,832184,4248709,4327352,5519836,39976635,2154291,11651406,1498129,12151382
University of Oregon,209551,2006,Football Bowl Subdivision,Pacific-12 Conference,44711104,588661,988313,4677479,5424694,5797954,45197269,2000000,11863044,1145362,13418338
University of Oregon,209551,2007,Football Bowl Subdivision,Pacific-12 Conference,49531150,462776,1077265,5110864,7082140,6252820,50489771,2100000,10589184,1855868,15545126
University of Oregon,209551,2008,Football Bowl Subdivision,Pacific-12 Conference,56259942,861137,1141377,8290952,7702699,6929651,56623901,519750,18347181,830321,17410851
University of Oregon,209551,2009,Football Bowl Subdivision,Pacific-12 Conference,60248727,857649,1253703,7928198,9492095,7579940,59049245,729167,17909222,1550359,17153036
University of Oregon,209551,2010,Football Bowl Subdivision,Pacific-12 Conference,77856232,928620,1133924,7246115,11179883,8709532,122394483,4592103,73809775,1246230,18102199
University of Oregon,209551,2011,Football Bowl Subdivision,Pacific-12 Conference,76274142,1130357,1236151,6217451,15376491,9163627,85819699,6133922,33214707,2377308,19982098
University of Oregon,209551,2012,Football Bowl Subdivision,Pacific-12 Conference,89709350,1094513,1339601,6304558,16251606,9603305,94635829,8193749,32387615,2172741,23349642
University of Oregon,209551,2013,Football Bowl Subdivision,Pacific-12 Conference,94972708,1216954,1379885,6574695,16883297,10121953,115241070,7139085,46627597,18500,25257158
University of Oregon,209551,2014,Football Bowl Subdivision,Pacific-12 Conference,110378432,1259107,1527949,7159259,16283951,9959416,196030398,7900297,124927474,415000,26625906
University of Oregon,209551,2015,Football Bowl Subdivision,Pacific-12 Conference,103880557,1470266,1514081,7485231,17055191,10970793,105701523,10291157,27037513,16283,25848889
University of Oregon,209551,2016,Football Bowl Subdivision,Pacific-12 Conference,110202688,1496140,1585697,10828805,17661099,12286850,111701175,10318689,28036119,309100,25745016
University of Oregon,209551,2017,Football Bowl Subdivision,Pacific-12 Conference,119945650,1574883,1732153,9599971,19363704,12123903,145417315,14964035,55713539,1010100,26492333
University of Oregon,209551,2018,Football Bowl Subdivision,Pacific-12 Conference,119811239,1357824,1878901,10211631,23256629,13261559,122541827,19205113,24958572,350000,26299267
University of South Alabama,102094,2005,No Football Subdivision,,6933573,181856,126972,874108,1562386,1808269,6957077,440828,380605,96000,112339
University of South Alabama,102094,2006,No Football Subdivision,,7632178,136071,201382,878240,1875434,1956106,7330336,249695,153965,113000,227206
University of South Alabama,102094,2007,No Football Subdivision,,8517024,169569,147780,1126348,2062516,2163147,8517024,209768,0,174200,187051
University of South Alabama,102094,2008,No Football Subdivision,,10626929,269755,252612,1028583,2197193,2518924,10626929,342559,35530,145191,213976
University of South Alabama,102094,2009,No Football Subdivision,,13778098,354680,361554,1268319,1821567,3547233,14355498,115645,660368,124500,905020
University of South Alabama,102094,2010,No Football Subdivision,,15380469,391624,340714,1685440,3730283,4143540,16439797,0,801067,249008,877710
University of South Alabama,102094,2011,Football Championship Subdivision,,16580198,347733,514100,1955472,3788521,4458066,17432045,164000,1181032,839000,860201
University of South Alabama,102094,2012,Football Championship Subdivision,,18816817,377898,545119,1785933,3929656,5024630,19060589,578444,774416,736000,873927
University of South Alabama,102094,2013,Football Bowl Subdivision,Sun Belt Conference,19830068,366502,572194,1937218,4174978,5094285,21115562,188200,595499,1430000,865867
University of South Alabama,102094,2014,Football Bowl Subdivision,Sun Belt Conference,22960759,529365,618448,2611714,4348164,5771416,23091728,473726,726774,722500,1406241
University of South Alabama,102094,2015,Football Bowl Subdivision,Sun Belt Conference,25123468,517343,551948,2942767,4839965,6021754,28101936,856676,839705,2610000,1001481
University of South Alabama,102094,2016,Football Bowl Subdivision,Sun Belt Conference,26468257,426104,532567,2677840,4884456,6504993,27184425,405305,2135703,434800,702825
University of South Alabama,102094,2017,Football Bowl Subdivision,Sun Belt Conference,27949252,395661,325728,3648514,5072733,6649482,30693877,776739,1275019,2644000,814686
University of South Alabama,102094,2018,Football Bowl Subdivision,Sun Belt Conference,29894011,605963,400965,2781695,5906508,7018864,29040958,764520,1943723,799500,659021
University of South Carolina,218663,2005,Football Bowl Subdivision,Southeastern Conference,48935414,760582,743295,5290639,7807938,6896591,46280330,1621490,16247202,1157349,11273772
University of South Carolina,218663,2006,Football Bowl Subdivision,Southeastern Conference,53098347,730282,754831,5623789,7959550,8029812,52058257,1857787,16295776,844000,13892489
University of South Carolina,218663,2007,Football Bowl Subdivision,Southeastern Conference,57167414,851681,745043,7267434,8179174,8267643,60544531,2173742,17390312,257500,18918142
University of South Carolina,218663,2008,Football Bowl Subdivision,Southeastern Conference,64516437,904001,878556,7196156,9318658,9040952,66545953,2983978,18039591,310000,20821727
University of South Carolina,218663,2009,Football Bowl Subdivision,Southeastern Conference,75597812,1104472,849408,9996298,10271296,9244435,76117140,3304160,24537424,257500,21688752
University of South Carolina,218663,2010,Football Bowl Subdivision,Southeastern Conference,78295030,1232552,920211,9381693,10870798,10245248,79879193,3098527,23987283,253337,19044853
University of South Carolina,218663,2011,Football Bowl Subdivision,Southeastern Conference,80525711,1075008,859063,11808717,13289795,8468686,83813226,3068423,24393202,328500,19763502
University of South Carolina,218663,2012,Football Bowl Subdivision,Southeastern Conference,84963037,1105995,950181,12459544,13851603,8836380,87608352,3578562,25165877,303500,20049785
University of South Carolina,218663,2013,Football Bowl Subdivision,Southeastern Conference,89097412,907314,1103215,12218937,15870043,9062390,90484422,4107225,25887641,256500,20086353
University of South Carolina,218663,2014,Football Bowl Subdivision,Southeastern Conference,95762786,931642,1198126,13125706,18277553,12430711,98619479,4267844,30203751,302500,21346746
University of South Carolina,218663,2015,Football Bowl Subdivision,Southeastern Conference,107430044,1051062,1325408,13702994,18998278,13047438,113172545,4143324,31209408,103000,29958915
University of South Carolina,218663,2016,Football Bowl Subdivision,Southeastern Conference,116735510,1132894,1479494,13945254,20460660,14848950,122331092,4535817,30346425,5041500,25236246
University of South Carolina,218663,2017,Football Bowl Subdivision,Southeastern Conference,129317382,1456789,1950364,17386783,19689343,16113310,136032845,9522931,38810243,1000,28018240
University of South Carolina,218663,2018,Football Bowl Subdivision,Southeastern Conference,134863557,1703227,2128667,17040164,22753376,16418748,140084150,9633727,38059706,2441916,28611572
University of South Florida,137351,2005,Football Bowl Subdivision,Conference USA,19823873,299232,346804,2491659,3359268,3297322,20565871,1042549,2675193,1058491,2975011
University of South Florida,137351,2006,Football Bowl Subdivision,Big East Conference,24237359,263673,442091,3380917,4169189,3334101,25741146,1132534,2092880,1479650,4231975
University of South Florida,137351,2007,Football Bowl Subdivision,Big East Conference,27846459,280867,468813,3319297,5118592,3676930,28160631,2017469,2135633,1108805,4014353
